ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
AMZN,Amazon.com Inc.,023135106,25397000.0,14941,4.355946912915364,2018-07-20,2018-06-30,0001080374-18-000006
ADBE,Adobe Systems Inc,00724F101,24855000.0,101945,4.262986199965011,2018-07-20,2018-06-30,0001080374-18-000006
N/A,Netflix Inc.,64110l106,22358000.0,57120,3.8347151663173493,2018-07-20,2018-06-30,0001080374-18-000006
CRM,Salesforce.com Inc,79466L302,18339000.0,134453,3.1453994737943405,2018-07-20,2018-06-30,0001080374-18-000006
MSFT,Microsoft Corporation,594918104,17062000.0,173023,2.9263758014002423,2018-07-20,2018-06-30,0001080374-18-000006
SPLKCHF,Splunk Inc,848637104,16600000.0,167489,2.8471362268927454,2018-07-20,2018-06-30,0001080374-18-000006
ILMN,Illumina Inc,452327109,15938000.0,57066,2.733593806278107,2018-07-20,2018-06-30,0001080374-18-000006
PYPL,PayPal Hldgs Inc,70450Y103,15892000.0,190849,2.7257041516734644,2018-07-20,2018-06-30,0001080374-18-000006
ATVIEUR,Activision Blizzard Inc.,00507V109,15160000.0,198639,2.6001557349213265,2018-07-20,2018-06-30,0001080374-18-000006
VMWEUR,VMWare Inc  Class A,928563402,14849000.0,101031,2.5468148092247214,2018-07-20,2018-06-30,0001080374-18-000006
LULU,Lululemon Athletica Inc.,550021109,14837000.0,118836,2.544756638458293,2018-07-20,2018-06-30,0001080374-18-000006
AFW,Align Technology Inc,016255101,14651000.0,42821,2.512854991578651,2018-07-20,2018-06-30,0001080374-18-000006
PANW,Palo Alto Networks Inc,697435105,14380000.0,69987,2.4663746351034748,2018-07-20,2018-06-30,0001080374-18-000006
MU,Micron Technology Inc.,595112103,14337000.0,273395,2.4589995231904394,2018-07-20,2018-06-30,0001080374-18-000006
EA,Electronic Arts Inc.,285512109,13988000.0,99191,2.399141056733477,2018-07-20,2018-06-30,0001080374-18-000006
NVDA,Nvidia Corp.,67066G104,13879000.0,58584,2.380446005605085,2018-07-20,2018-06-30,0001080374-18-000006
ZTS,Zoetis Inc Cl A,98978V103,13596000.0,159591,2.3319074783634797,2018-07-20,2018-06-30,0001080374-18-000006
RF,Regions Financial Corporation,7591EP100,12963000.0,729101,2.223338970434377,2018-07-20,2018-06-30,0001080374-18-000006
TMUS,T-Mobile US Inc,872590104,12185000.0,203934,2.0899008990775965,2018-07-20,2018-06-30,0001080374-18-000006
N/A,Twilio Inc Cl A,90138f102,11993000.0,214085,2.0569701668147404,2018-07-20,2018-06-30,0001080374-18-000006
DPZ,Dominos Pizza Inc,25754A201,11757000.0,41665,2.0164928084083136,2018-07-20,2018-06-30,0001080374-18-000006
INTC,Intel Corporation,458140100,11472000.0,230785,1.967611252705637,2018-07-20,2018-06-30,0001080374-18-000006
VOYA,Voya Finl Inc,929089100,11292000.0,240253,1.9367386912092097,2018-07-20,2018-06-30,0001080374-18-000006
WCN,Waste Connections Inc,94106B101,10816000.0,143654,1.8550979174742128,2018-07-20,2018-06-30,0001080374-18-000006
ISRG,Intuitive Surgical Inc,46120E602,10746000.0,22459,1.8430919213367134,2018-07-20,2018-06-30,0001080374-18-000006
