ticker,nameOfIssuer,cusip,value,shares,allocation_percent
N/A,GOLDMAN SACHS GROUP INC,38141G954,1402265000.0,1386500,11.885146763994573
N/A,GOLDMAN SACHS GROUP INC,38141G904,464927000.0,459700,3.9405715963414223
N/A,ALPHABET INC,02079K907,428344000.0,1198600,3.6305058640674135
N/A,ALPHABET INC,02079K957,407616000.0,1140600,3.4548220082170005
N/A,APPLE INC,037833900,384733000.0,1329600,3.260873066040958
N/A,TESLA INC,88160R951,325797000.0,774600,2.7613505009888573
N/A,ADOBE INC,00724F901,280693000.0,1369100,2.3790635155451567
N/A,ADOBE INC,00724F951,272615000.0,1329700,2.310596987777903
N/A,SPDR GOLD TR,78463V907,264003000.0,716600,2.237604447900261
N/A,MICROSOFT CORP,594918904,255407000.0,684700,2.1647475188723684
N/A,AMAZON COM INC,023135906,250710000.0,1051900,2.1249372587927957
N/A,MICRON TECHNOLOGY INC,595112953,236976000.0,205300,2.008532295639111
N/A,VANECK ETF TRUST,92189F956,235012000.0,3114800,1.991886063832366
N/A,SPDR GOLD TR,78463V957,213420000.0,579300,1.8088792220954826
N/A,CITIGROUP INC,172967954,210416000.0,1503400,1.783418285055023
N/A,MICROSOFT CORP,594918954,205310000.0,550400,1.7401414726287299
N/A,AMAZON COM INC,023135956,204639000.0,858600,1.734454292617362
N/A,TESLA INC,88160R901,198565000.0,472100,1.682973023781227
N/A,ADVANCED MICRO DEVICES INC,007903957,168580000.0,290200,1.4288298156726478
N/A,META PLATFORMS INC,30303M902,164424000.0,291900,1.393604897450228
N/A,ISHARES TR,464287951,160415000.0,2344900,1.3596259039098813
N/A,META PLATFORMS INC,30303M952,156933000.0,278600,1.3301135927331569
N/A,TAIWAN SEMICONDUCTOR MANUFAC,874039950,137158000.0,287200,1.1625070581209456
N/A,VANECK ETF TRUST,92189F906,130370000.0,1727900,1.1049741551147412
N/A,TAIWAN SEMICONDUCTOR MANUFAC,874039900,126174000.0,264200,1.0694102097679479
N/A,ISHARES INC,464286953,106361000.0,526800,0.9014815993875814
N/A,CITIGROUP INC,172967904,105908000.0,756700,0.8976421172040502
N/A,ISHARES INC,464286903,97800000.0,484400,0.8289213190935161
N/A,PALANTIR TECHNOLOGIES INC,69608A908,97793000.0,838200,0.8288619893467507
N/A,DELL TECHNOLOGIES INC,24703L952,94403000.0,218800,0.8001294405560858
N/A,BROADCOM INC,11135F951,93304000.0,247000,0.7908146703139205
N/A,ALIBABA GROUP HLDG LTD,01609W902,93024000.0,969200,0.7884414804433051
N/A,APPLE INC,037833950,91930000.0,317700,0.7791690885916863
N/A,MICRON TECHNOLOGY INC,595112903,88880000.0,77000,0.7533182703581974
N/A,SALESFORCE INC,79466L902,84988000.0,542500,0.7203309311566436
N/A,NVIDIA CORPORATION,67066G954,84058000.0,420100,0.7124485505149568
N/A,ARM HOLDINGS PLC,042068955,82934000.0,233900,0.7029218883200579
N/A,PALANTIR TECHNOLOGIES INC,69608A958,80817000.0,692700,0.6849788777625837
N/A,PDD HOLDINGS INC,722304902,79819000.0,1046400,0.6765201510094618
N/A,ADVANCED MICRO DEVICES INC,007903907,77029000.0,132600,0.6528730090844013
N/A,INTEL CORP,458140900,73236000.0,524500,0.6207247620156722
N/A,ARM HOLDINGS PLC,042068905,72935000.0,205700,0.6181735829047607
N/A,INTEL CORP,458140950,70485000.0,504800,0.5974081715368761
N/A,ISHARES TR,464287901,64647000.0,945000,0.5479271627345453
N/A,ASML HLDG NV,N07059900,58092000.0,29200,0.4923690927278173
N/A,BROADCOM INC,11135F901,57531000.0,152300,0.48761423730847725
N/A,MARVELL TECHNOLOGY INC,573874904,55765000.0,187200,0.4726461897673816
N/A,ASML HLDG NV,N07059950,54312000.0,27300,0.46033102947450966
N/A,STARBUCKS CORP,855244909,54089000.0,529300,0.4584409532561267
N/A,NETFLIX INC.,64110L956,51929000.0,727300,0.4401334885399509
N/A,ALIBABA GROUP HLDG LTD,01609W952,51033000.0,531700,0.43253928095398164
N/A,SELECT SECTOR SPDR TR,81369Y950,50375000.0,948500,0.4269622847580355
N/A,STARBUCKS CORP,855244959,50206000.0,491300,0.42552989515755696
N/A,RIVIAN AUTOMOTIVE INC,76954A953,46932000.0,2705000,0.3977805250275756
N/A,SANDISK CORP,80004C950,45475000.0,20000,0.3854314620222663
N/A,AMERICAN EXPRESS CO,025816959,44243000.0,130800,0.3749894265915586
N/A,QUALCOMM INC,747525953,43832000.0,237200,0.37150592288861956
N/A,STATE STR SPDR S&P 500 ETF T,78462F903,41147000.0,55100,0.3487487271650399
N/A,MARVELL TECHNOLOGY INC,573874954,40275000.0,135200,0.3413579358536949
N/A,WELLS FARGO & CO,949746951,39411000.0,476900,0.33403494996722455
N/A,JPMORGAN CHASE & CO,46625H900,39214000.0,119800,0.33236524137968443
N/A,AMERICAN EXPRESS CO,025816909,39136000.0,115700,0.3317041384871559
N/A,NETFLIX INC.,64110L906,38949000.0,545500,0.33011918668070916
N/A,DELL TECHNOLOGIES INC,24703L902,37580000.0,87100,0.3185159833490218
N/A,VALE S A,91912E955,36756000.0,2443900,0.31153202458692514
N/A,BANK OF AMER CORP,060505904,36729000.0,644600,0.3113031812779729
N/A,APPLIED MATLS INC,038222905,36439000.0,50400,0.3088452346262641
N/A,QUALCOMM INC,747525903,36053000.0,195100,0.3055736228760586
N/A,FREEPORT MCMORAN INC,35671D957,35476000.0,564100,0.3006831566069691
N/A,JPMORGAN CHASE & CO,46625H950,33289000.0,101700,0.2821468485818411
N/A,UBER TECHNOLOGIES INC,90353T950,32284000.0,447400,0.2736287920819537
