ticker,nameOfIssuer,cusip,value,shares,allocation_percent
IVV,ISHARES TR,464287200,3620078116000.0,4791453,6.054916318913736
AAPL,APPLE INC,037833100,1869099516000.0,6393572,3.126242251812824
AGG,ISHARES TR,464287226,1617437000000.0,16602475,2.705313358523912
NVDA,NVIDIA CORPORATION,67066G104,1328385191000.0,7300993,2.2218474057893065
SMTH,ALPS ETF TR,00162Q346,1258181720000.0,49724983,2.1044255909606324
MSFT,MICROSOFT CORP,594918104,950580320000.0,2702786,1.5899337272771275
VWO,VANGUARD INTL EQUITY INDEX F,922042858,868137652000.0,14600410,1.452040720592631
FNDF,SCHWAB STRATEGIC TR,808524755,858583547000.0,16409142,1.4360605940806
USVM,VICTORY PORTFOLIOS II,92647N568,854797749000.0,7950998,1.429728495889404
AVLV,AMERICAN CENTY ETF TR,025072349,843141806000.0,9226406,1.4102328504305124
JMOM,J P MORGAN EXCHANGE TRADED F,46641Q779,809024134000.0,9685375,1.3531678804667133
AMZN,AMAZON COM INC,023135106,758007467000.0,3364461,1.2678377744146903
GOOGL,ALPHABET INC,02079K305,730307317000.0,2300225,1.2215067050573576
IMTM,ISHARES TR,46434V449,703520696000.0,13428393,1.1767035976590372
GOVT,ISHARES TR,46429B267,580249483000.0,25858813,0.9705210636559529
MU,MICRON TECHNOLOGY INC,595112103,579985040000.0,623933,0.9700787582181103
SPHQ,INVESCO EXCHANGE TRADED FD T,46137V241,522534615000.0,5948776,0.8739875953441458
UYLD,ANGEL OAK FUNDS TRUST,03463K752,492757530000.0,9761860,0.8241826596165708
AVDE,AMERICAN CENTY ETF TR,025072703,479285861000.0,5369195,0.8016500440604085
USMV,ISHARES TR,46429B697,458517902000.0,4702673,0.7669137069344636
JNJ,JOHNSON & JOHNSON,478160104,429122801000.0,1833813,0.7177476748661606
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,423713691000.0,592442,0.7087004368341847
JPM,JPMORGAN CHASE & CO,46625H100,398127060000.0,1335236,0.6659044239793273
VOO,VANGUARD INDEX FDS,922908363,394220231000.0,573085,0.6593698902180934
AVGO,BROADCOM INC,11135F101,356865956000.0,1382139,0.596891401624426
BRK/B,BERKSHIRE HATHAWAY INC DEL,084670702,347137911000.0,723113,0.5806203443338968
GOOG,ALPHABET INC,02079K107,341877746000.0,1011090,0.57182223062527
SCHX,SCHWAB STRATEGIC TR,808524201,334022518000.0,11231423,0.5586836334232455
LRCX,LAM RESEARCH CORP,512807306,322718088000.0,986841,0.5397759260507182
VIG,VANGUARD SPECIALIZED FUNDS,921908844,319863863000.0,1346092,0.5350019700816554
VTV,VANGUARD INDEX FDS,922908744,316722924000.0,1446927,0.5297484583621828
AMAT,APPLIED MATLS INC,038222105,312729104000.0,700511,0.5230684240872527
