ticker,nameOfIssuer,cusip,value,shares,allocation_percent
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,12282623000.0,25719,5.50663808991094
AVGO,BROADCOM INC,11135F101,10668793000.0,28243,4.78311366449782
AMAT,APPLIED MATLS INC,038222105,10149474000.0,14038,4.550288657476561
KLAC,KLA CORP,482480100,9957939000.0,33005,4.464418243107327
LRCX,LAM RESEARCH CORP,512807306,8886298000.0,20507,3.983972075435304
APH,AMPHENOL CORP,032095101,8812826000.0,49982,3.9510325548018095
AMD,ADVANCED MICRO DEVICES INC,007903107,8240789000.0,14186,3.694572616803356
GOOGL,ALPHABET INC,02079K305,7183494000.0,20101,3.220558155944923
AMZN,AMAZON COM INC,023135106,7039134000.0,29534,3.15583759302774
NVDA,NVIDIA CORPORATION,67066G104,6940922000.0,34689,3.111806449184414
MSFT,MICROSOFT CORP,594918104,6733384000.0,18051,3.018761449276501
V,VISA INC,92826C839,6704665000.0,19542,3.0058859308058814
AAPL,APPLE INC,037833100,6528540000.0,22562,2.9269242437472163
AME,AMETEK INC,031100100,6436572000.0,26604,2.8856924570308995
MDT,MEDTRONIC PLC,G5960L103,6292117000.0,80431,2.820929302997914
MA,MASTERCARD INCORPORATED,57636Q104,6170390000.0,12014,2.766355737174833
NDAQ,NASDAQ INC,631103108,6136137000.0,77850,2.750999174126882
TMO,THERMO FISHER SCIENTIFIC INC,883556102,6058936000.0,12085,2.716387840116287
ROP,ROPER TECHNOLOGIES INC,776696106,6019958000.0,17790,2.6989129294666196
DHR,DANAHER CORP DEL,235851102,5658780000.0,29708,2.5369868871189993
META,META PLATFORMS INC,30303M102,5297179000.0,9404,2.374871202224178
NFLX,NETFLIX INC.,64110L106,5263894000.0,73724,2.359948620229869
ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,5163480000.0,41942,2.3149302591550143
CRM,SALESFORCE INC,79466L302,4985705000.0,31825,2.2352288316640037
NTES,NETEASE COM INC,64110W102,3108420000.0,24258,1.3935902755820937
ETN,EATON CORP PLC,G29183103,2616377000.0,6140,1.1729938503988044
AFL,AFLAC INC,001055102,2470575000.0,21071,1.1076267991765048
CSCO,CISCO SYS INC,17275R102,1646084000.0,14014,0.7379847817190969
TXN,TEXAS INSTRS INC,882508104,1572319000.0,5275,0.7049139011179191
QCOM,QUALCOMM INC,747525103,1293530000.0,7000,0.5799251160312009
ABBV,ABBVIE INC,00287Y109,1269524000.0,5045,0.5691625652318805
BIDUN,BAIDU INC,056752108,1168387000.0,10223,0.523820063349398
KO,COCA COLA CO,191216100,1157935000.0,14248,0.5191341439561422
JNJ,JOHNSON & JOHNSON,478160104,1141087000.0,4493,0.5115807216505956
PAYX,PAYCHEX INC,704326107,1138760000.0,11581,0.5105374634772215
AJG,GALLAGHER ARTHUR J & CO,363576109,1115481000.0,4859,0.5001008467956677
NXPI,NXP SEMICONDUCTORS N V,N6596X109,1063980000.0,3786,0.4770115304282677
MDLZ,MONDELEZ INTL INC,609207105,1055927000.0,18256,0.4734011487908884
ST,SENSATA TECHNOLOGIES HLDG PL,G8060N102,1037390000.0,21730,0.46509050127914126
EMR,EMERSON ELEC CO,291011104,1026099000.0,7168,0.4600284350842263
ITW,ILLINOIS TOOL WKS INC,452308109,1005607000.0,3718,0.45084130724203375
PG,PROCTER & GAMBLE CO,742718109,980142000.0,6684,0.43942464656950614
BLK,BLACKROCK INC,09290D101,933675000.0,971,0.41859221101206123
HUBB,HUBBELL INC,443510607,918216000.0,1755,0.4116615156522889
TT,TRANE TECHNOLOGIES PLC,G8994E103,901770000.0,1836,0.4042883210157136
PEP,PEPSICO INC,713448108,896213000.0,6619,0.401796964905082
OTIS,OTIS WORLDWIDE CORP,68902V107,856408000.0,11961,0.38395128738417256
NEE,NEXTERA ENERGY INC,65339F101,853827000.0,9728,0.38279415401697076
JD,JD.COM INC,47215P106,826520000.0,32438,0.37055167402542516
CME,CME GROUP INC,12572Q105,763851000.0,3459,0.34245543574988513
HNM,ORMAT TECHNOLOGIES INC,686688102,659934000.0,6060,0.29586658332078464
FSLR,FIRST SOLAR INC,336433107,655497000.0,2778,0.29387735404907817
VLO,VALERO ENERGY CORP,91913Y100,650058000.0,2496,0.29143890058754757
N/A,APTIV PLC,G3265R107,637677000.0,10389,0.2858881573797501
OC,OWENS CORNING NEW,690742101,592285000.0,3726,0.2655376739221664
CVX,CHEVRON CORPORATION,166764100,575519000.0,3472,0.2580210144744697
PWR,QUANTA SVCS INC,74762E102,532830000.0,740,0.23888236034332777
COP,CONOCOPHILLIPS,20825C104,525518000.0,5055,0.23560418940920166
CSL,CARLISLE COS INC,142339100,508576000.0,1402,0.22800862431538818
ITRI,ITRON INC,465741106,476607000.0,5508,0.21367604135681628
ACM,AECOM,00766T100,472127000.0,6764,0.2116675340011154
CNQ,CANADIAN NAT RES LTD MED TER,136385101,470379000.0,11899,0.21088385747036423
CVE,CENOVUS ENERGY INC,15135U109,461326000.0,18611,0.20682514829823026
FANG,DIAMONDBACK ENERGY INC,25278X109,457204000.0,2601,0.20497714219997154
SU,SUNCOR ENERGY INC NEW,867224107,457161000.0,8506,0.2049578641159771
EOG,EOG RES INC,26875P101,455741000.0,3513,0.20432123901662547
IMO,IMPERIAL OIL LTD,453038408,447721000.0,3991,0.20072565218789304
HDB,HDFC BANK LTD,40415F101,418885000.0,16217,0.18779767939570757
DVN,DEVON ENERGY CORP NEW,25179M103,412828000.0,9991,0.18508215951769857
ADI,ANALOG DEVICES INC,032654105,407496000.0,1026,0.1826916771023867
BABA,ALIBABA GROUP HLDG LTD,01609W102,403212000.0,4201,0.18077104194349772
HAL,HALLIBURTON CO,406216101,393447000.0,11589,0.1763931235666184
WMB,WILLIAMS COS INC,969457100,389913000.0,5245,0.17480873405879543
GOOG,ALPHABET INC,02079K107,387956000.0,1098,0.17393135707328056
SLB,SLB LIMITED,806857108,372524000.0,8013,0.16701276655694655
ENB,ENBRIDGE INC,29250N105,364230000.0,6719,0.1632943379836914
TRP,TC ENERGY CORP,87807B107,360491000.0,5449,0.16161804133124372
KMI,KINDER MORGAN INC DEL,49456B101,356529000.0,11152,0.1598417676385457
BKR,BAKER HUGHES COMPANY,05722G100,322511000.0,5811,0.14459056156126154
TSLA,TESLA INC,88160R101,311244000.0,740,0.13953925522718075
AMRC,AMERESCO INC,02361E108,305918000.0,11084,0.1371514627770774
CSIQ,CANADIAN SOLAR INC,136635109,285925000.0,17848,0.12818805037472739
DAN,DANA INC,235825205,282603000.0,10386,0.1266987063042724
ON,ON SEMICONDUCTOR CORP,682189105,279649000.0,2958,0.12537434676660714
TEL,TE CONNECTIVITY PLC,G87052109,275802000.0,1368,0.12364963074040594
POWI,POWER INTEGRATIONS INC,739276103,270377000.0,3228,0.12121745386436188
DAR,DARLING INGREDIENTS INC,237266101,199254000.0,3648,0.08933105461000589
ENPH,ENPHASE ENERGY INC,29355A107,188589000.0,3830,0.08454964145184739
THRM,GENTHERM INC,37253A103,137941000.0,4044,0.06184274847159315
AWM,SKYWORKS SOLUTIONS INC,83088M102,134651000.0,1986,0.060367750882250305
HLX,HELIX ENERGY SOLUTIONS GRP I,42330P107,86675000.0,9917,0.03885878907486053
MBLY,MOBILEYE GLOBAL INC,60741F104,58080000.0,6000,0.026038863218550902
WELL,WELLTOWER INC,95040Q104,13618000.0,60,0.006105324368289019
EQIX,EQUINIX INC,29444U700,13551000.0,13,0.006075286423460456
VTR,VENTAS INC,92276F100,13498000.0,152,0.006051525064118459
UNP,UNION PAC CORP,907818108,12512000.0,46,0.00560947411485036
AEP,AMERICAN ELEC PWR CO INC,025537101,12039000.0,88,0.005397415190911404
PLD,PROLOGIS INC.,74340W103,11921000.0,88,0.005344512541810354
LNT,ALLIANT ENERGY CORP,018802108,11825000.0,155,0.005301473098473906
DUK,DUKE ENERGY CORP NEW,26441C204,11772000.0,93,0.0052777117391319085
PEG,PUBLIC SVC ENTERPRISE GROUP,744573106,11768000.0,145,0.00527591842899289
BIP,BROOKFIELD INFRASTRUCTURE PA,G16252101,11676000.0,320,0.00523467229579546
