ticker,nameOfIssuer,cusip,value,shares,allocation_percent
AAPL,APPLE INC,037833100,134782228000.0,531078,7.034636922718958
GOOGL,ALPHABET INC,02079K305,95695751000.0,332785,4.994611480468475
META,META PLATFORMS INC,30303M102,91246535000.0,159486,4.762395263128961
MSFT,MICROSOFT CORP,594918104,77144223000.0,208402,4.026358723571961
NVDA,NVIDIA CORPORATION,67066G104,75038586000.0,430267,3.9164600224906643
AMZN,AMAZON COM INC,023135106,67908447000.0,326060,3.544319423408725
COST,COSTCO WHOLESALE CORPORATION,22160K105,62595069000.0,62819,3.2670003315833362
GOOG,ALPHABET INC,02079K107,55926226000.0,194960,2.918935976988932
LLY,ELI LILLY & CO,532457108,42601318000.0,46317,2.223474185033443
DELL,DELL TECHNOLOGIES INC,24703L202,41068609000.0,250220,2.143478094427316
NU,NU HLDGS LTD,G6683N103,37048988000.0,2578218,1.9336835634900735
AXP,AMERICAN EXPRESS CO,025816109,35472536000.0,117272,1.8514044113299377
WM,WASTE MGMT INC DEL,94106L109,30075528000.0,130883,1.5697204511196228
INTU,INTUIT,461202103,28803570000.0,66616,1.5033336370438994
ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,28578982000.0,181708,1.491611802046487
MELI,MERCADOLIBRE INC,58733R102,24585513000.0,14219,1.283182212374371
WSM,WILLIAMS SONOMA INC,969904101,24303617000.0,133295,1.2684693230016952
ADBE,ADOBE INC,00724F101,22838582000.0,93955,1.1920053154169894
JNJ,JOHNSON & JOHNSON,478160104,22648344000.0,92654,1.1820762967417364
N/A,NEBIUS GROUP N.V.,N97284108,22461135000.0,216472,1.1723053694970458
MSI,MOTOROLA SOLUTIONS INC,620076307,21669154000.0,49932,1.1309698101479906
TXN,TEXAS INSTRS INC,882508104,20011990000.0,103080,1.044478087653237
LOW,LOWES COS INC,548661107,19130627000.0,80966,0.9984774479982939
APP,APPLOVIN CORP,03831W108,18107806000.0,45497,0.9450937454234091
ECL,ECOLAB INC,278865100,17954666000.0,67494,0.937100968376088
CMI,CUMMINS INC,231021106,17787845000.0,33062,0.9283941441641831
