ticker,nameOfIssuer,cusip,value,shares,allocation_percent
N/A,AMCOR PLC,G0250X149,671980748000.0,15501286,1.8311358049498718
DOC,HEALTHPEAK PROPERTIES INC,42250P103,623164405000.0,29119832,1.6981121226493572
EXEL,EXELIXIS INC,30161Q104,485848030000.0,8929389,1.3239273984339792
LITE,LUMENTUM HLDGS INC,55024U109,464792836000.0,541679,1.2665523624254094
BE,BLOOM ENERGY CORP,093712107,448038162000.0,1480139,1.2208961683261363
FIS,FIDELITY NATL INFORMATION SV,31620M106,432919016000.0,11134748,1.1796967594691663
ALAB,ASTERA LABS INC,04626A103,414086420000.0,857286,1.1283782642021625
DOCN,DIGITALOCEAN HLDGS INC,25402D102,413199676000.0,2631342,1.12596190228546
GTX,GARRETT MOTION INC,366505105,412268757000.0,11379209,1.12342516426509
JAZZ,JAZZ PHARMACEUTICALS PLC,G50871105,394839917000.0,1638544,1.0759318795873234
GH,GUARDANT HEALTH INC,40131M109,394429884000.0,2629007,1.0748145468218453
EME,EMCOR GROUP INC,29084Q100,364878252000.0,439676,0.9942868656182426
ON1,OLD NATL BANCORP IND,680033107,357820659000.0,13815469,0.9750550479247636
VRT,VERTIV HOLDINGS CO,92537N108,337478666000.0,1007941,0.9196234721881034
SAIC,SCIENCE APPLICATIONS INTL CO,808625107,326360763000.0,2955899,0.8893273806410587
MTCH,MATCH GROUP INC NEW,57667L107,320398147000.0,8420451,0.8730793561533586
PRMB,PRIMO BRANDS CORPORATION,741623102,319574644000.0,13075886,0.870835324857415
FNB,F N B CORP,302520101,318793480000.0,16708254,0.8687066665971968
ZBRA,ZEBRA TECHNOLOGIES CORPORATI,989207105,318252162000.0,1208889,0.8672315844990652
LKQ1,LKQ CORP,501889208,317045502000.0,12041227,0.8639434570683656
SON,SONOCO PRODS CO,835495102,307366949000.0,5454604,0.8375695691390569
AIT,APPLIED INDL TECHNOLOGIES IN,03820C105,302207683000.0,893709,0.823510659374189
MOD,MODINE MFG CO,607828100,298188988000.0,1116729,0.8125597856689901
ALSN,ALLISON TRANSMISSION HLDGS I,01973R101,295615985000.0,2622104,0.8055483974207908
AYI,ACUITY INC,00508Y102,290830600000.0,772130,0.7925083068526453
AMG,AFFILIATED MANAGERS GROUP,008252108,290264589000.0,857756,0.7909659367606745
ST,SENSATA TECHNOLOGIES HLDG PL,G8060N102,273289814000.0,5724546,0.7447099712795503
CRDO,CREDO TECHNOLOGY GROUP HOLDI,G25457105,269349469000.0,990437,0.7339725999562945
VSAT,VIASAT INC,92552V100,269298822000.0,2998539,0.7338345877656338
COLD,AMERICOLD REALTY TRUST INC,03064D108,266293349000.0,16939780,0.725644726318725
FIX,COMFORT SYS USA INC,199908104,259304020000.0,130833,0.7065989268332992
FTDR,FRONTDOOR INC,35905A109,257494399000.0,3318654,0.7016677412058068
CRUS,CIRRUS LOGIC INC,172755100,253247212000.0,1705024,0.6900942307902709
EHC,ENCOMPASS HEALTH CORP,29261A100,248723177000.0,2460657,0.6777663144087342
BWA,BORGWARNER INC,099724106,247066643000.0,3720883,0.6732522881832138
DVN,DEVON ENERGY CORP NEW,25179M103,246082204000.0,5955523,0.6705697090973484
AIZ,ASSURANT INC,04621X108,240700495000.0,896364,0.6559046460415225
BTSG,BRIGHTSPRING HEALTH SVCS INC,10950A106,234394064000.0,3360970,0.6387197316821221
THG,HANOVER INS GROUP INC,410867105,233327577000.0,1089705,0.6358135732288839
MSM,MSC INDL DIRECT INC,553530106,224508500000.0,1887419,0.6117817423924
GPK,GRAPHIC PACKAGING HLDG CO,388689101,220706866000.0,20880498,0.6014223561221332
PLXS,PLEXUS CORP,729132100,220209888000.0,732397,0.6000680997497879
CCK,CROWN HLDGS INC,228368106,218382043000.0,1952978,0.595087254040502
SLGN,SILGAN HLDGS INC,827048109,211500725000.0,4559188,0.576335782644113
WTM,WHITE MTNS INS GROUP LTD,G9618E107,211260919000.0,101892,0.5756823154813278
HWC,HANCOCK WHITNEY CORPORATION,410120109,209907720000.0,2809258,0.5719948718343226
DCI,DONALDSON INC,257651109,206298883000.0,2298083,0.5621608540226578
GNTX,GENTEX CORP,371901109,204995359000.0,8112203,0.5586087738832853
REYN,REYNOLDS CONSUMER PRODS INC,76171L106,203289224000.0,7571293,0.5539595857988401
UGI,UGI CORP NEW,902681105,203195937000.0,5882917,0.5537053803527098
POR,PORTLAND GEN ELEC CO,736508847,199095866000.0,3841325,0.5425327584684045
RYN,RAYONIER INC,754907103,197928261000.0,9301140,0.5393510552307718
KRG,KITE REALTY GROUP TRUST,49803T300,195435083000.0,6886367,0.5325571887137606
ICUI,ICU MED INC,44930G107,190305412000.0,1298127,0.518578924807139
FMF,FORMFACTOR INC,346375108,189454834000.0,1184611,0.5162611146089475
INDV,INDIVIOR PHARMACEUTICALS INC,45579U109,189386924000.0,4615816,0.5160760610447134
AGCO,AGCO CORP,001084102,189062325000.0,1579468,0.5151915344374856
RL,RALPH LAUREN CORP,751212101,188680338000.0,470044,0.5141506265323004
DINO,HF SINCLAIR CORP,403949100,187151660000.0,2687030,0.5099850056743065
ZION,ZIONS BANCORPORATION NATL AS,989701107,183332305000.0,2649694,0.49957732998846327
