ticker,nameOfIssuer,cusip,value,shares,allocation_percent
NVDA, NVIDIA CORPORATION ,67066G104,3433638174000.0,17163276,3.4410092478965257
AAPL, APPLE INC ,037833100,2724451211000.0,9416813,2.7302998561355953
MSFT, MICROSOFT CORP ,594918104,2259221323000.0,6056570,2.264071247912455
NVDA, NVIDIA CORPORATION ,67066G104,1726974589000.0,8630989,1.7306819270093836
AMZN, AMAZON COM INC ,023135106,1489884842000.0,6251357,1.4930832137302694
GOOGL, ALPHABET INC ,02079K305,1478910598000.0,4138928,1.482085411055947
AAPL, APPLE INC ,037833100,1239136745000.0,4282336,1.2417968297417348
AVGO, BROADCOM INC ,11135F101,1215777258000.0,3218840,1.2183871963674995
GOOG, ALPHABET INC ,02079K107,1053872798000.0,2982687,1.0561351721576553
N/A, ASTRAZENECA PLC ,G0593M107,901865729000.0,4824780,0.9038017859158219
MSFT, MICROSOFT CORP ,594918104,851071614000.0,2281571,0.8528986299638636
MU, MICRON TECHNOLOGY INC ,595112103,841105312000.0,728710,0.8429109330629467
GOOGL, ALPHABET INC ,02079K305,820541533000.0,2296056,0.822303009302515
AMZN, AMAZON COM INC ,023135106,805317016000.0,3378858,0.8070458094646155
AMAT, APPLIED MATLS INC ,038222105,784042457000.0,1084857,0.7857255798556118
AVGO, BROADCOM INC ,11135F101,783686950000.0,2074618,0.7853693096801592
TSLA, TESLA INC ,88160R101,759121909000.0,1804902,0.7607515343140709
GOOGL, ALPHABET INC ,02079K305,759054595000.0,2124002,0.7606840758094833
INTC, INTEL CORP ,458140100,734424946000.0,5265712,0.736001553747843
N/A, TOTALENERGIES SE ,F92124100,689116132000.0,8890207,0.6905954742238612
AMD, ADVANCED MICRO DEVICES INC ,007903107,679590344000.0,1169872,0.6810492369849745
LLY, ELI LILLY & CO ,532457108,670940332000.0,559372,0.6723806557955531
NVDA, NVIDIA CORPORATION ,67066G104,649252032000.0,3244800,0.6506457969987641
MSFT, MICROSOFT CORP ,594918104,647827937000.0,1736711,0.6492186448596746
KLAC, KLA CORP ,482480100,585959741000.0,1942129,0.5872176349108976
AMD, ADVANCED MICRO DEVICES INC ,007903107,582671319000.0,1003032,0.5839221535760647
DB, DEUTSCHE BK AG ,D18190898,580019997000.0,17183372,0.5812651399191705
AMZN, AMAZON COM INC ,023135106,553570152000.0,2322607,0.554758514398869
META, META PLATFORMS INC ,30303M102,537118812000.0,953599,0.5382718579104414
V, VISA INC ,92826C839,522721974000.0,1523571,0.523844113871017
AMAT, APPLIED MATLS INC ,038222105,509362176000.0,704512,0.5104556360703769
META, META PLATFORMS INC ,30303M102,448658795000.0,796497,0.4496219416580588
TSM, TAIWAN SEMICONDUCTOR MANUFAC ,874039100,446014085000.0,933924,0.44697155419530443
GOOG, ALPHABET INC ,02079K107,442391420000.0,1252063,0.4433411123329607
COST, COSTCO WHOLESALE CORPORATION ,22160K105,434893455000.0,464893,0.4358270512706245
WMT, WALMART INC ,931142103,408655793000.0,3607976,0.4095330642486876
LRCX, LAM RESEARCH CORP ,512807306,399125530000.0,921066,0.3999823424032104
AMD, ADVANCED MICRO DEVICES INC ,007903107,396591904000.0,682708,0.39744327740715846
MRVL, MARVELL TECHNOLOGY INC ,573874104,394467130000.0,1324204,0.39531394210355747
PANW, PALO ALTO NETWORKS INC ,697435105,389645360000.0,1142588,0.39048182109358476
PANW, PALO ALTO NETWORKS INC ,697435105,381136959000.0,1117834,0.38195515490391296
CIEN, CIENA CORP ,171779309,376148163000.0,766773,0.3769556493351969
RACE, FERRARI N V ,N3167Y103,375895228000.0,1017495,0.3767021713535309
LRCX, LAM RESEARCH CORP ,512807306,372200137000.0,858930,0.37299914801254586
N/A, ASTRAZENECA PLC ,G0593M107,343844534000.0,1838629,0.34458267335557397
JNJ, JOHNSON & JOHNSON ,478160104,343039565000.0,1350709,0.34377597630920365
BAC, BANK OF AMER CORP ,060505104,336489567000.0,5905194,0.3372119172704939
C, CITIGROUP INC ,172967424,332187490000.0,2373380,0.33290060489802054
MU, MICRON TECHNOLOGY INC ,595112103,331289310000.0,287007,0.33200049675334803
GEV, GE VERNOVA INC ,36828A101,329444842000.0,280412,0.330152069189399
META, META PLATFORMS INC ,30303M102,328335545000.0,582889,0.32904039083476994
CSCO, CISCO SYS INC ,17275R102,318356894000.0,2710602,0.3190403184239569
TXN, TEXAS INSTRS INC ,882508104,317031425000.0,1063614,0.3177120040076808
AAPL, APPLE INC ,037833100,310256132000.0,1072215,0.3109221663227598
LLY, ELI LILLY & CO ,532457108,304466909000.0,253843,0.3051205154580944
