ticker,nameOfIssuer,cusip,value,shares,allocation_percent
SPY,SPDR S&P 500 ETF TR,78462F103,7715080896000.0,11624700,5.56104891154492
SPY,SPDR S&P 500 ETF TR,78462F103,7482129216000.0,11273700,5.393136778934851
QQQ,INVESCO QQQ TR,46090E103,6743974974000.0,11263800,4.861073421549367
QQQ,INVESCO QQQ TR,46090E103,5425631387000.0,9061900,3.9108081854026358
TSLA,TESLA INC,88160R101,4441717657000.0,10021700,3.201600796519983
NVDA,NVIDIA CORPORATION,67066G104,4350179330000.0,23921800,3.135619749711787
META,META PLATFORMS INC,30303M102,3223010700000.0,4335500,2.323153883509536
NVDA,NVIDIA CORPORATION,67066G104,2606856120000.0,14335200,1.8790281766450856
TSLA,TESLA INC,88160R101,2462253155000.0,5555500,1.77479801082319
MSFT,MICROSOFT CORP,594918104,2183653640000.0,4243400,1.5739828086843564
MSTR,STRATEGY INC,594972408,1864249904000.0,5711200,1.3437558256663187
AAPL,APPLE INC,037833100,1848433950000.0,7265000,1.332355647889525
GLD,SPDR GOLD TR,78463V107,1837162504000.0,5212400,1.3242311624363219
META,META PLATFORMS INC,30303M102,1579427640000.0,2124600,1.1384552510447146
AMZN,AMAZON COM INC,023135106,1387629386000.0,6245800,1.0002066071198128
MSFT,MICROSOFT CORP,594918104,1276928440000.0,2481400,0.920413098333733
NFLX,NETFLIX INC,64110L106,1256596656000.0,1041600,0.9057578994048939
NFLX,NETFLIX INC,64110L106,1153448601000.0,956100,0.8314085326622687
AAPL,APPLE INC,037833100,1133027676000.0,4453200,0.816689080685703
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,1130019594000.0,6317900,0.8145208479273646
MSTR,STRATEGY INC,594972408,1072354984000.0,3285200,0.772956058005146
GOOGL,ALPHABET INC,02079K305,1033551750000.0,4235000,0.7449865933800893
AVGO,BROADCOM INC,11135F101,1030753650000.0,3143500,0.7429697161536352
DON,SPDR DOW JONES INDL AVERAGE,78467X109,827637696000.0,1787400,0.596563246780808
UNH,UNITEDHEALTH GROUP INC,91324P102,815453232000.0,2362400,0.5877806557518418
GLD,SPDR GOLD TR,78463V107,812808006000.0,2306100,0.5858739704731797
AVGO,BROADCOM INC,11135F101,811355760000.0,2474400,0.5848271880548925
AMZN,AMAZON COM INC,023135106,768752634000.0,3460200,0.5541187521143771
COIN,COINBASE GLOBAL INC,19260Q107,757890108000.0,2269200,0.5462890171831144
IWM,ISHARES TR,464287655,757527024000.0,3135200,0.5460273053604884
ORCL,ORACLE CORP,68389X105,747023644000.0,2641900,0.5384564437319569
BRK/B,BERKSHIRE HATHAWAY INC DEL,084670702,736343825000.0,1474900,0.5307584044468161
GOOG,ALPHABET INC,02079K107,720837564000.0,2949900,0.5195814541311183
GS,GOLDMAN SACHS GROUP INC,38141G104,717435864000.0,892200,0.5171295005693339
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,706336026000.0,3949100,0.509128710576292
BKNG,BOOKING HOLDINGS INC,09857L108,700943085000.0,128500,0.5052414657006583
LLY,ELI LILLY & CO,532457108,675581649000.0,929900,0.4869608814833057
DON,SPDR DOW JONES INDL AVERAGE,78467X109,674927104000.0,1457600,0.48648908386914275
LLY,ELI LILLY & CO,532457108,665773764000.0,916400,0.4798913343276711
AMD,ADVANCED MICRO DEVICES INC,007903107,663044376000.0,4109100,0.47792398487648735
APP,APPLOVIN CORP,03831W108,662708508000.0,930300,0.47768189041228143
SPY,SPDR S&P 500 ETF TR,78462F103,607738413000.0,915710,0.43805931339876475
BABA,ALIBABA GROUP HLDG LTD,01609W102,552239030000.0,3069700,0.3980552243186903
BKNG,BOOKING HOLDINGS INC,09857L108,537298785000.0,98500,0.3872862597005046
GS,GOLDMAN SACHS GROUP INC,38141G104,531925380000.0,661500,0.38341309642077376
COST,COSTCO WHSL CORP NEW,22160K105,527108563000.0,574900,0.3799411231134234
COST,COSTCO WHSL CORP NEW,22160K105,526375067000.0,574100,0.3794124174281029
IWM,ISHARES TR,464287655,518516520000.0,2146000,0.373747957802886
UNH,UNITEDHEALTH GROUP INC,91324P102,512799408000.0,1485600,0.3696270496888487
VOO,VANGUARD INDEX FDS,922908363,508970446000.0,834200,0.36686712464729965
TSM,TAIWAN SEMICONDUCTOR MFG LTD,874039100,499027272000.0,1826400,0.3597000608542719
GOOGL,ALPHABET INC,02079K305,462206295000.0,1893900,0.33315941185420334
CRWD,CROWDSTRIKE HLDGS INC,22788C105,453525825000.0,928500,0.32690250814886096
HOOD,ROBINHOOD MKTS INC,770700102,424884744000.0,3107700,0.3062579479080088
BA,BOEING CO,097023105,404463456000.0,1863200,0.291538234280168
COIN,COINBASE GLOBAL INC,19260Q107,402057162000.0,1203800,0.28980377176319105
ORCL,ORACLE CORP,68389X105,398861256000.0,1410600,0.28750015501279325
TSM,TAIWAN SEMICONDUCTOR MFG LTD,874039100,389817241000.0,1426700,0.2809812071949133
IBIT,ISHARES BITCOIN TRUST ETF,46438F101,389274252000.0,5991600,0.2805898194145212
AMD,ADVANCED MICRO DEVICES INC,007903107,375742896000.0,2328600,0.2708363853844853
