ticker,nameOfIssuer,cusip,value,shares,allocation_percent
IVV,ISHARES TR,464287200,11070547690000.0,14782609,2.487183860240332
QQQ,INVESCO QQQ TR,46090E103,7810818200000.0,10606761,1.7548310622300782
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,7392651130000.0,9899502,1.6608828298108755
AAPL,APPLE INC,037833100,7018627323000.0,24255694,1.5768521203856904
NVDA,NVIDIA CORPORATION,67066G104,6863565495000.0,34302392,1.5420148849804958
SPLG,SPDR SERIES TRUST,78464A854,5567691191000.0,63355614,1.250875029567527
SPYG,SPDR SERIES TRUST,78464A409,4834845678000.0,40632371,1.0862290171909574
IEFA,ISHARES TR,46432F842,4613002799000.0,47763542,1.0363883007595152
VOO,VANGUARD INDEX FDS,922908363,4548941407000.0,6623289,1.0219958366548842
AMZN,AMAZON COM INC,023135106,4081352063000.0,17124075,0.9169440630495294
MSFT,MICROSOFT CORP,594918104,4013971076000.0,10760740,0.9018057963579142
CGDV,CAPITAL GROUP DIVIDEND VALUE,14020W106,3995241492000.0,81072273,0.897597881777871
IEMG,ISHARES INC,46434G103,3982242229000.0,48071491,0.8946773797364206
VTI,VANGUARD INDEX FDS,922908769,3814382583000.0,10308028,0.8569649002812278
GOVT,ISHARES TR,46429B267,3704328783000.0,162613206,0.8322394718035229
QQQM,INVESCO EXCH TRADED FD TR II,46138G649,3553060429000.0,11727434,0.7982545038354275
DYNF,BLACKROCK ETF TRUST,09290C103,3318008761000.0,48787074,0.745446211839156
GOOGL,ALPHABET INC,02079K305,3251369281000.0,9098048,0.730474537107966
SPYV,SPDR SERIES TRUST,78464A508,3161725981000.0,52010628,0.7103346691283464
XLK,SELECT SECTOR SPDR TR,81369Y803,3011393840000.0,15806183,0.6765600370829671
IVW,ISHARES TR,464287309,2965806020000.0,21564794,0.6663179701769222
QUAL,ISHARES TR,46432F339,2926215217000.0,13335529,0.6574232335303783
VONV,VANGUARD SCOTTSDALE FDS,92206C714,2877264840000.0,27064856,0.6464257119048624
VUG,VANGUARD INDEX FDS,922908736,2874295010000.0,33367717,0.6457584898802169
IUSB,ISHARES TR,46434V613,2869153618000.0,62170177,0.6446033901001834
RDVY,FIRST TR EXCHANGE TRADED FD,33738R506,2832097827000.0,34938293,0.6362781863357039
CGGR,CAPITAL GROUP GROWTH ETF,14020G101,2827657448000.0,59907998,0.6352805808611232
IUSG,ISHARES TR,464287671,2751192093000.0,14626998,0.6181013588254023
AVGO,BROADCOM INC,11135F101,2600284103000.0,6883612,0.5841973526624236
MBB,ISHARES TR,464288588,2564156422000.0,27128190,0.5760806643460651
VTV,VANGUARD INDEX FDS,922908744,2497367445000.0,11459495,0.5610754026112356
IJR,ISHARES TR,464287804,2422062367000.0,16331080,0.5441568562266764
GOOG,ALPHABET INC,02079K107,2304105927000.0,6521116,0.5176559673822685
IVE,ISHARES TR,464287408,2187126578000.0,9632373,0.49137459838757686
VONG,VANGUARD SCOTTSDALE FDS,92206C680,2178295566000.0,17043233,0.4893905637100669
VEA,VANGUARD TAX-MANAGED FDS,921943858,2023521624000.0,28400304,0.4546180067140025
SPDW,SPDR INDEX SHS FDS,78463X889,1965487227000.0,39005504,0.4415796079284064
SPIB,SPDR SERIES TRUST,78464A375,1945586668000.0,58146645,0.4371086142124161
IUSV,ISHARES TR,464287663,1920825845000.0,17438274,0.4315456808276933
IWF,ISHARES TR,464287614,1918041501000.0,15446900,0.4309201313379952
SMH,VANECK ETF TRUST,92189F676,1893926489000.0,2887567,0.42550229020534014
MU,MICRON TECHNOLOGY INC,595112103,1798191669000.0,1557834,0.40399386028528317
META,META PLATFORMS INC,30303M102,1794903167000.0,3186464,0.40325504326124784
IJH,ISHARES TR,464287507,1770693273000.0,22963213,0.3978158852989619
BRK/B,BERKSHIRE HATHAWAY INC DEL,084670702,1752359240000.0,3501987,0.3936968378726179
BUFR,FIRST TR EXCHNG TRADED FD VI,33740F755,1733827374000.0,47463109,0.38953334395108663
JPM,JPMORGAN CHASE & CO,46625H100,1719224716000.0,5252268,0.3862526123819506
VIG,VANGUARD SPECIALIZED FUNDS,921908844,1687513406000.0,7131746,0.37912813574107734
GLD,SPDR GOLD TR,78463V107,1648371834000.0,4474651,0.3703343263588394
DGRO,ISHARES TR,46434V621,1613787470000.0,21292882,0.362564370041757
SPTI,SPDR SERIES TRUST,78464A672,1535260997000.0,54077529,0.34492208334408797
LLY,ELI LILLY & CO,532457108,1529042537000.0,1274807,0.3435250022076668
AGG,ISHARES TR,464287226,1513871906000.0,15294726,0.34011666599617607
TSLA,TESLA INC,88160R101,1496657044000.0,3558386,0.3362490590699767
SPSM,SPDR SERIES TRUST,78468R853,1451877041000.0,25175605,0.3261884817758904
BND,VANGUARD BD INDEX FDS,921937835,1451223494000.0,19768745,0.3260416515019215
CGUS,CAPITAL GROUP CORE EQUITY ET,14020V108,1438058880000.0,32330461,0.32308400059033465
