ticker,nameOfIssuer,cusip,value,shares,allocation_percent
MU,MICRON TECHNOLOGY INC,595112103,22182263342000.0,19217236,13.116872484188738
LLY,ELI LILLY & CO,532457108,11002256246000.0,9172904,6.505882199311196
INTC,INTEL CORP,458140100,10507291264000.0,75250958,6.213198244886218
KLAC,KLA CORP,482480100,6196136809000.0,20536730,3.6639154068808057
GOOGL,ALPHABET INC,02079K305,5310435649000.0,14859769,3.1401803400077526
FLEX,FLEX LTD,Y2573F102,3785772872000.0,23358875,2.238612861569596
N/A,ASTRAZENECA PLC,G0593M107,3431207652000.0,18095178,2.0289504521768404
NVDA,NVIDIA CORPORATION,67066G104,3417373127000.0,17079180,2.0207697856007325
BIIB,BIOGEN INC,09062X103,3274304389000.0,15154606,1.9361700148791117
AMZN,AMAZON COM INC,023135106,2851067887000.0,11962188,1.685900728026098
MSFT,MICROSOFT CORP,594918104,2663687328000.0,7140870,1.5750983783954675
TSLA,TESLA INC,88160R101,2566934418000.0,6103030,1.5178862011087033
FDX,FEDEX CORP,31428X106,2554138472000.0,8156799,1.5103196697133805
TXN,TEXAS INSTRS INC,882508104,2538062771000.0,8514989,1.5008137452339925
LUV,SOUTHWEST AIRLS CO,844741108,2509179019000.0,48797725,1.483734131399836
AMGN,AMGEN INC,031162100,2446831080000.0,6756962,1.4468663892354674
SCHW,SCHWAB CHARLES CORP,808513105,2317904983000.0,25120895,1.3706294810282154
UAL,UNITED AIRLS HLDGS INC,910047109,2238617065000.0,16461630,1.3237447473151476
BSX,BOSTON SCIENTIFIC CORP,101137107,2156232608000.0,50520914,1.2750289602700056
ROST,ROSS STORES INC,778296103,1937994996000.0,9104980,1.1459801394295368
GOOG,ALPHABET INC,02079K107,1907649872000.0,5399060,1.128036383380475
BABA,ALIBABA GROUP HLDG LTD,01609W102,1786313150000.0,18611306,1.0562872437374522
DAL,DELTA AIR LINES INC,247361702,1641032503000.0,17521167,0.97037952134957
V,VISA INC,92826C839,1464476578000.0,4268491,0.8659780218791291
BMY,BRISTOL-MYERS SQUIBB CO,110122108,1436115120000.0,24923900,0.8492072522639609
TJX,TJX COS INC NEW,872540109,1435617030000.0,9476020,0.8489127204159291
ONC,BEONE MEDICINES LTD,07725L102,1427110097000.0,5007931,0.84388237911702
RJF,RAYMOND JAMES FINL INC,754730109,1405145182000.0,9242552,0.8308940296082694
NTAP,NETAPP INC,64110D104,1395422945000.0,9016690,0.8251450516512453
GSK,GSK PLC,37733W204,1320044006000.0,25182068,0.7805717853613097
AAL,AMERICAN AIRLINES GROUP INC,02376R102,1278144480000.0,70732954,0.7557956508787047
BIDUN,BAIDU INC,056752108,1258344329000.0,11010100,0.7440873751346812
ADI,ANALOG DEVICES INC,032654105,1242478827000.0,3128329,0.734705746063602
JBL,JABIL INC,466313103,1220861418000.0,3167120,0.7219228846882854
COP,CONOCOPHILLIPS,20825C104,1204726426000.0,11588365,0.7123819001036923
SONY,SONY GROUP CORP,835699307,1195640794000.0,59603230,0.7070093610374637
ELAN,ELANCO ANIMAL HEALTH INC,28414H103,1118401745000.0,45445012,0.6613361697623997
JPM,JPMORGAN CHASE & CO,46625H100,1107235296000.0,3382627,0.6547331966853976
ADBE,ADOBE INC,00724F101,1071668037000.0,5227139,0.6337014744611023
NTRS,NORTHERN TR CORP,665859104,1060552989000.0,6100742,0.6271288959544
GLW,CORNING INC,219350105,1055404065000.0,4131872,0.6240842210942427
NVS,NOVARTIS AG,66987V109,1033117672000.0,6592124,0.6109057743953423
TMO,THERMO FISHER SCIENTIFIC INC,883556102,993831390000.0,1982271,0.5876749100138803
CAT,CATERPILLAR INC,149123101,928273330000.0,871700,0.5489089509197682
MRVL,MARVELL TECHNOLOGY INC,573874104,821579131000.0,2757995,0.4858182652891523
BMRN,BIOMARIN PHARMACEUTICAL INC,09061G101,811962329000.0,14190183,0.4801316334249975
NXT,NEXTPOWER INC,65290E101,796899701000.0,6688767,0.47122476185348017
ORCL,ORACLE CORP,68389X105,789352009000.0,5386230,0.4667616413870271
HPE,HEWLETT PACKARD ENTERPRISE C,42824C109,773224873000.0,17140875,0.45722530223237273
AMAT,APPLIED MATLS INC,038222105,754035498000.0,1042926,0.4458781921090472
IEX,IDEX CORP,45167R104,748951342000.0,3300072,0.4428718160276915
ASML,ASML HLDG NV,N07059210,699439357000.0,351576,0.41359426289115425
DIS,DISNEY WALT CO,254687106,675767113000.0,7020957,0.3995963312475114
RCL,ROYAL CARIBBEAN GROUP,V7780T103,669804451000.0,2109421,0.3960704747596285
XMTR,XOMETRY INC,98423F109,640512221000.0,6636057,0.37874931867362893
ILMN,ILLUMINA INC,452327109,617980735000.0,3514649,0.3654259429574232
ACM,AECOM,00766T100,613335602000.0,8787043,0.36267917107514497
FDXF,FEDEX FGHT HLDG CO INC,314352105,611347660000.0,4048660,0.3615036561460353
AMD,ADVANCED MICRO DEVICES INC,007903107,608636835000.0,1047730,0.35990068419931665
J,JACOBS SOLUTIONS INC,46982L108,575290674000.0,4565799,0.34018234730417857
CSCO,CISCO SYS INC,17275R102,568325512000.0,4838460,0.33606368996172725
ENTG,ENTEGRIS INC,29362U104,562140559000.0,3125433,0.3324063877932829
WFC,WELLS FARGO & CO,949746101,554681499000.0,6712022,0.32799567742692176
TDG,TRANSDIGM GROUP INC,893641100,546425452000.0,410217,0.3231136906768399
7HP,HP INC,40434L105,545984030000.0,24885325,0.3228526678949693
AAPL,APPLE INC,037833100,509528237000.0,1760880,0.30129553548163346
ERIC,TELEFONAKTIEBOLAGET LM ERICS,294821608,463991787000.0,41613613,0.2743688058317463
LIN,LINDE PLC,G54950103,460258265000.0,886920,0.2721610900889533
DLTR,DOLLAR TREE INC,256746108,455845433000.0,3768875,0.269551683025944
FICO,FAIR ISAAC CORP,303250104,433508002000.0,362835,0.2563430564068288
GKOS,GLAUKOS CORP,377322102,424968931000.0,3040705,0.25129371118386584
PYPL,PAYPAL HLDGS INC,70450Y103,422091841000.0,9775170,0.24959242299367107
CME,CME GROUP INC,12572Q105,420602316000.0,1904643,0.24871163327506657
MAT,MATTEL INC,577081102,409539602000.0,29505735,0.24217000104260178
USFD,US FOODS HLDG CORP,912008109,406996923000.0,3980409,0.24066645761707242
SNPS,SYNOPSYS INC,871607107,399388777000.0,895350,0.23616758933729062
META,META PLATFORMS INC,30303M102,398972675000.0,708290,0.23592153884234038
MKTX,MARKETAXESS HLDGS INC,57060D108,397771671000.0,3504905,0.2352113580966645
CW,CURTISS WRIGHT CORP,231561101,390106214000.0,514815,0.2306786005303229
BAH,BOOZ ALLEN HAMILTON HLDG COR,099502106,388145061000.0,6397644,0.2295189265409569
CVX,CHEVRON CORPORATION,166764100,378837521000.0,2285458,0.2240151682707028
BK,BANK OF NY MELLON CORP,064058100,376497920000.0,2603540,0.22263170944561644
DHR,DANAHER CORP DEL,235851102,359830054000.0,1889070,0.21277562444947498
ALB,ALBEMARLE CORP,012653101,358100776000.0,2652009,0.21175306337597238
MMC,MARSH & MCLENNAN COS INC,571748102,357511318000.0,2145025,0.21140450356935672
RYTM,RHYTHM PHARMACEUTICALS INC,76243J105,351837748000.0,3168853,0.20804959369957743
BNTX,BIONTECH SE,09075V102,350987486000.0,3772031,0.2075468146071016
PANW,PALO ALTO NETWORKS INC,697435105,347802888000.0,1019890,0.2056636900027556
LIVN,LIVANOVA PLC,G5509L101,342765723000.0,4168377,0.20268510075926224
NFLX,NETFLIX INC.,64110L106,342039201000.0,4790465,0.20225549191890038
MA,MASTERCARD INCORPORATED,57636Q104,336249298000.0,654691,0.19883179172312157
WDC,WESTERN DIGITAL CORP,958102105,329860556000.0,516440,0.19505398452390252
ZBH,ZIMMER BIOMET HOLDINGS INC,98956P102,328577983000.0,3816680,0.19429557018929267
C,CITIGROUP INC,172967424,326610656000.0,2333600,0.1931322453745141
NSC,NORFOLK SOUTHN CORP,655844108,324943157000.0,1032910,0.1921462156167166
SYY,SYSCO CORP,871829107,313502646000.0,3750929,0.1853811834995103
EW,EDWARDS LIFESCIENCES CORP,28176E108,308314004000.0,3408291,0.18231302249038353
PFGC,PERFORMANCE FOOD GROUP CO,71377A103,305063507000.0,2728898,0.18039093032143383
INTU,INTUIT,461202103,289727487000.0,1110067,0.1713223958958196
MDB,MONGODB INC,60937P106,284172744000.0,846004,0.16803775111047503
CARR,CARRIER GLOBAL CORPORATION,14448C104,283584523000.0,3866183,0.1676899227698515
AVGO,BROADCOM INC,11135F101,278316003000.0,736773,0.16457452809821982
FMF,FORMFACTOR INC,346375108,270299932000.0,1690114,0.15983444456796436
BURL,BURLINGTON STORES INC,122017106,266416128000.0,840960,0.1575378636899831
AMTM,AMENTUM HOLDINGS INC,023939101,253941367000.0,12285504,0.15016125622730306
CVS,CVS HEALTH CORP,126650100,246778944000.0,2385490,0.14592595400767167
SPCX,SPACE EXPLORATION TECHN CORP,84615Q103,240530216000.0,1407762,0.142230940243716
TER,TERADYNE INC,880770102,235068826000.0,485840,0.13900149719221336
GTLB,GITLAB INC,37637K108,234572675000.0,7683350,0.13870811191860238
UPS,UNITED PARCEL SVCS INC,911312106,230709084000.0,2146131,0.13642348344328784
KMX,CARMAX INC,143130102,230548357000.0,4359016,0.13632844194408364
BA,BOEING CO,097023105,225109319000.0,1039910,0.13311221613417834
PGR,PROGRESSIVE CORP,743315103,219166518000.0,1003280,0.1295981039034252
SYK,STRYKER CORPORATION,863667101,213421221000.0,677872,0.12620078024123133
UNP,UNION PAC CORP,907818108,211001280000.0,775740,0.1247698145626227
EBA,EBAY INC.,278642103,209446321000.0,1874240,0.12385033224439942
OKTA,OKTA INC,679295105,206870617000.0,1516091,0.12232726039171583
KEYS,KEYSIGHT TECHNOLOGIES INC,49338L103,206182480000.0,588975,0.12192034946736656
EOG,EOG RES INC,26875P101,205176038000.0,1581562,0.12132521761931317
TRMB,TRIMBLE INC,896239100,200405065000.0,3915691,0.11850403370756968
AME,AMETEK INC,031100100,199153878000.0,823154,0.11776417862245758
OLED,UNIVERSAL DISPLAY CORP,91347P105,190135882000.0,2195818,0.11243163424809893
FLUT,FLUTTER ENTMT PLC,G3643J108,182454165000.0,1785790,0.10788926177712366
STX,SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,182169805000.0,188777,0.1077211132973181
MOG/A,MOOG INC,615394202,181598486000.0,428460,0.10738327949040422
AG8,AGILENT TECHNOLOGIES INC,00846U101,176318012000.0,1327396,0.10426081614903135
BAC,BANK OF AMER CORP,060505104,175676861000.0,3083132,0.1038816891059317
ALK,ALASKA AIR GROUP INC,011659109,168466626000.0,3227329,0.09961811457262588
XPEV,XPENG INC,98422D105,165708624000.0,12515757,0.09798724580205093
SPOT,SPOTIFY TECHNOLOGY S A,L8681T102,165335468000.0,360106,0.09776659024525558
DELL,DELL TECHNOLOGIES INC,24703L202,164688283000.0,381700,0.0973838951619001
XNCR,XENCOR INC,98401F105,163919285000.0,10181322,0.096929169304981
N/A,CARNIVAL CORP LTD,G2004J103,153240996000.0,5363703,0.09061485624310718
CIEN,CIENA CORP,171779309,151117008000.0,308050,0.08935889424660538
JBHT,HUNT J B TRANS SVCS INC,445658107,149840805000.0,517710,0.08860424663662755
PM,PHILIP MORRIS INTL INC,718172109,149069840000.0,824000,0.08814835764825614
GRAL,GRAIL INC,384747101,148835838000.0,2180106,0.08800998698933274
NTNX,NUTANIX INC,67059N108,148683087000.0,2917643,0.08791966187877295
Q,QNITY ELECTRONICS INC,74743L100,147976661000.0,906109,0.08750193625633969
OTIS,OTIS WORLDWIDE CORP,68902V107,147169504000.0,2055440,0.0870246461223039
INDI,INDIE SEMICONDUCTOR INC,45569U101,141990175000.0,31623647,0.08396199210006852
WHR,WHIRLPOOL CORP,963320106,141801190000.0,3597189,0.08385024100829734
GD,GENERAL DYNAMICS CORP,369550108,137604528000.0,388450,0.08136866014053196
LYV,LIVE NATION ENTERTAINMENT IN,538034109,133161254000.0,727220,0.0787412520365104
ALKS,ALKERMES PLC,G01767105,132490188000.0,2528680,0.07834443557938141
EVR,EVERCORE INC,29977A105,128432656000.0,376150,0.07594512541774681
ROK,ROCKWELL AUTOMATION INC,773903109,125928547000.0,254360,0.07446438930290147
WSC,WILLSCOT HLDGS CORP,971378104,122767554000.0,4253900,0.07259522286730569
XPO,XPO INC,983793100,116673287000.0,568334,0.06899154537546719
ADSK,AUTODESK INC,052769106,116671442000.0,600100,0.06899045438536577
ACLS,AXCELIS TECHNOLOGIES INC,054540208,115649942000.0,610451,0.06838641840238159
IMCR,IMMUNOCORE HLDGS PLC,45258D105,115514154000.0,3638241,0.0683061238962069
TXT,TEXTRON INC,883203101,111723472000.0,1217960,0.06606460815655892
ZM,ZOOM COMMUNICATIONS INC,98980L101,107555207000.0,1246150,0.0635998190751947
CTVA,CORTEVA INC,22052L104,98596944000.0,1164210,0.05830259617060757
NVT,NVENT ELEC PLC,G6700G107,97330699000.0,573850,0.05755383695056469
IMNM,IMMUNOME INC,45257U108,97080523000.0,4581431,0.05740590224074673
PKN,REVVITY INC,714046109,94921470000.0,853150,0.05612920551909237
CCJ,CAMECO CORP,13321L108,94237816000.0,925170,0.05572494549372667
MAR,MARRIOTT INTL INC NEW,571903202,93129267000.0,251300,0.05506943547424441
CAVA,CAVA GROUP INC,148929102,92955636000.0,1184450,0.05496676354887826
APP,APPLOVIN CORP,03831W108,90332699000.0,175325,0.05341576175827566
DWD,MORGAN STANLEY,617446448,90302772000.0,431988,0.05339806524837573
FTI,TECHNIPFMC PLC,G87110105,90159381000.0,1359870,0.05331327491686708
ALC,ALCON AG,H01301128,89972108000.0,1340866,0.05320253616929842
PSN,PARSONS CORP DEL,70202L102,89696919000.0,1712100,0.05303981070858238
WELL,WELLTOWER INC,95040Q104,87498979000.0,385509,0.05174011922699624
ARM,ARM HOLDINGS PLC,042068205,82855917000.0,233680,0.048994571973715324
NBIX,NEUROCRINE BIOSCIENCES INC,64125C109,82807988000.0,491340,0.048966230475302734
ELF,E L F BEAUTY INC,26856L103,78201720000.0,1056780,0.04624244034386021
CSX,CSX CORP,126408103,77706797000.0,1634900,0.045949781214338445
VIK,VIKING HOLDINGS LTD,G93A5A101,76155066000.0,727573,0.04503220768530074
COF,CAPITAL ONE FINL CORP,14040H105,75722013000.0,377440,0.044776133681835986
BBIO,BRIDGEBIO PHARMA INC,10806X102,75670190000.0,1015980,0.04474548957342073
