ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
BRK/A,Berkshire Hathaway  Class A,084670108,296213000.0,1446,10.400010673411513,2015-08-12,2015-06-30,0001009254-15-000007
NVO,Novo Nordisk ADR,670100205,168463000.0,3076385,5.914720144203407,2015-08-12,2015-06-30,0001009254-15-000007
AAPL,"Apple, Inc.",037833100,131279000.0,1046670,4.6091933885237655,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Costco Companies Inc.,22160k105,124794000.0,923991,4.381505646199581,2015-08-12,2015-06-30,0001009254-15-000007
DIS,Walt Disney Company,254687106,120455000.0,1055328,4.229163762784833,2015-08-12,2015-06-30,0001009254-15-000007
BRK/B,Berkshire Hathaway  Class B,084670702,114122000.0,838455,4.0068127262175155,2015-08-12,2015-06-30,0001009254-15-000007
JNJ,Johnson & Johnson,478160104,93191000.0,956202,3.271927277553289,2015-08-12,2015-06-30,0001009254-15-000007
CL,Colgate-Palmolive Co.,194162103,84850000.0,1297203,2.979075549145267,2015-08-12,2015-06-30,0001009254-15-000007
UPS,United Parcel Service,911312106,83402000.0,860608,2.9282364048298595,2015-08-12,2015-06-30,0001009254-15-000007
WMT,"Wal Mart Stores, Inc.",931142103,81457000.0,1148410,2.8599476370857513,2015-08-12,2015-06-30,0001009254-15-000007
N/A,"Google Inc., Class C",38259p706,74241000.0,142631,2.606594553259797,2015-08-12,2015-06-30,0001009254-15-000007
VHT,Vanguard Health Care ETF,92204A504,71883000.0,513597,2.5238053942157834,2015-08-12,2015-06-30,0001009254-15-000007
ABT,Abbott Laboratories,002824100,68430000.0,1394247,2.4025708877785577,2015-08-12,2015-06-30,0001009254-15-000007
MSFT,Microsoft Corp.,594918104,60998000.0,1381607,2.141634064192846,2015-08-12,2015-06-30,0001009254-15-000007
BDX,Becton Dickinson & Co,075887109,60682000.0,428390,2.130539333803572,2015-08-12,2015-06-30,0001009254-15-000007
UL,Unilever Plc ADR,904767704,59448000.0,1383802,2.0872137094353307,2015-08-12,2015-06-30,0001009254-15-000007
NKE,Nike Inc Class B,654106103,58418000.0,540804,2.0510505059513044,2015-08-12,2015-06-30,0001009254-15-000007
UNUSD,Unilever N.V. 4 Gldrs. NY Shar,904784709,53596000.0,1280973,1.8817505377959898,2015-08-12,2015-06-30,0001009254-15-000007
BAC,Bank of America Corp.,060505104,49640000.0,2916541,1.7428557484922929,2015-08-12,2015-06-30,0001009254-15-000007
BAX,Baxter International Inc.,071813109,44852000.0,641380,1.5747495171510135,2015-08-12,2015-06-30,0001009254-15-000007
N/A,3M Company,88579y101,42766000.0,277159,1.5015102526192867,2015-08-12,2015-06-30,0001009254-15-000007
CHLUSD,China Mobile HK. Ltd. ADR F,16941M109,41171000.0,642388,1.4455099520784889,2015-08-12,2015-06-30,0001009254-15-000007
BLKCHF,"BlackRock, Inc.",09247X101,39534000.0,114266,1.388035035473294,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Whole Foods Market,966837106,39100000.0,991373,1.3727973361411896,2015-08-12,2015-06-30,0001009254-15-000007
PEP,Pepsico Incorporated,713448108,38384000.0,411224,1.347658643233847,2015-08-12,2015-06-30,0001009254-15-000007
QCOM,"Qualcomm, Inc.",747525103,36572000.0,583935,1.284039493026997,2015-08-12,2015-06-30,0001009254-15-000007
MCD,McDonalds Corp.,580135101,35973000.0,378388,1.2630086591561895,2015-08-12,2015-06-30,0001009254-15-000007
TJX,"TJX Companies, Inc.",872540109,35229000.0,532396,1.2368868888725824,2015-08-12,2015-06-30,0001009254-15-000007
VFC,V F Corp.,918204108,33356000.0,478290,1.171126034381727,2015-08-12,2015-06-30,0001009254-15-000007
ABBV,AbbVie Inc.,00287Y109,32002000.0,476298,1.123587221258065,2015-08-12,2015-06-30,0001009254-15-000007
GE,General Electric Co.,369604103,25920000.0,975519,0.9100487711708346,2015-08-12,2015-06-30,0001009254-15-000007
N/A,"Google Inc., Class A",38259p508,24413000.0,45206,0.8571381423840119,2015-08-12,2015-06-30,0001009254-15-000007
CVX,Chevron Corporation,166764100,24371000.0,252628,0.8556635263196145,2015-08-12,2015-06-30,0001009254-15-000007
BAC 7.25 PERP L,Bank of America 7.25% Ser L,060505682,18609000.0,16735,0.6533602462468387,2015-08-12,2015-06-30,0001009254-15-000007
N/A,"Strategic Hotels & Resorts, In",86272T106,18426000.0,1520304,0.6469351333948224,2015-08-12,2015-06-30,0001009254-15-000007
AWC,American Water Works,030420103,17264000.0,355000,0.6061374222798337,2015-08-12,2015-06-30,0001009254-15-000007
N/A,"ONEOK Partners, L.P.",68268N103,16575000.0,487489,0.5819466968424608,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Verizon Communications,92343v104,16089000.0,345186,0.5648832823830077,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Exxon Mobil,30231g102,14866000.0,178674,0.5219438669840134,2015-08-12,2015-06-30,0001009254-15-000007
KO,Coca Cola Company,191216100,13767000.0,350938,0.48335807996562036,2015-08-12,2015-06-30,0001009254-15-000007
BUD,Anheuser-Busch InBev NV - Spon,03524A108,13633000.0,112978,0.4786533525220674,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Zimmer Biomet Holdings Inc.,98956p102,11973000.0,109610,0.42037090807208344,2015-08-12,2015-06-30,0001009254-15-000007
ECL,"Ecolab, Inc.",278865100,10929000.0,96659,0.38371616589992485,2015-08-12,2015-06-30,0001009254-15-000007
IBM,International Business Machine,459200101,10164000.0,62484,0.35685708758411894,2015-08-12,2015-06-30,0001009254-15-000007
PG,Procter & Gamble Co.,742718109,9368000.0,119737,0.3289096021731628,2015-08-12,2015-06-30,0001009254-15-000007
SBUX,Starbucks Corp.,855244109,8377000.0,156252,0.2941156850346482,2015-08-12,2015-06-30,0001009254-15-000007
YUM,Yum! Brands Inc,988498101,7994000.0,88744,0.2806685909235977,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Enbridge Energy Management LLC,29250x103,7531000.0,228213,0.2644127043089335,2015-08-12,2015-06-30,0001009254-15-000007
WBA,Walgreens Boots Alliance Inc,931427108,7501000.0,88834,0.2633594071200783,2015-08-12,2015-06-30,0001009254-15-000007
SYY,Sysco Corp.,871829107,7059000.0,195535,0.24784082853761275,2015-08-12,2015-06-30,0001009254-15-000007
RDS/A,Royal Dutch Shell PLC-ADR A,780259206,6751000.0,118423,0.23702697739870002,2015-08-12,2015-06-30,0001009254-15-000007
EXPD,Expeditors Internation of Wash,302130109,6639000.0,144000,0.2330946678936409,2015-08-12,2015-06-30,0001009254-15-000007
N/A,ConocoPhillips,20825c104,6398000.0,104182,0.2246331804765046,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Facebook Inc,30303m102,6386000.0,74457,0.22421186160096257,2015-08-12,2015-06-30,0001009254-15-000007
N/A,TC Pipelines LP,87233q108,6201000.0,108782,0.2177165289363559,2015-08-12,2015-06-30,0001009254-15-000007
VAREUR,"Varian Medical Systems, Inc.",92220P105,6143000.0,72840,0.21568015437123603,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Public Storage Z 6% Pfd Call 6,74460w826,6019000.0,240000,0.21132652599063478,2015-08-12,2015-06-30,0001009254-15-000007
BSV,Vanguard Short-Term Bond ETF,921937827,5640000.0,70335,0.19801987150476494,2015-08-12,2015-06-30,0001009254-15-000007
VWO,Vanguard Emerging Market ETF,922042858,5591000.0,136775,0.19629948609630157,2015-08-12,2015-06-30,0001009254-15-000007
JPM 6.3 PERP W,JPMorgan Chase & Co. 6.3% Pfd,481246700,5454000.0,216000,0.19148942893386312,2015-08-12,2015-06-30,0001009254-15-000007
IBAGBP,Industrias Bachoco,456463108,5419000.0,100156,0.19026058221353212,2015-08-12,2015-06-30,0001009254-15-000007
EBA,eBay Inc,278642103,5169000.0,85810,0.18148310563973935,2015-08-12,2015-06-30,0001009254-15-000007
NVS,Novartis A.G. ADR,66987V109,5049000.0,51340,0.17726991688431884,2015-08-12,2015-06-30,0001009254-15-000007
WFC V6.625 PERP R,Wells Fargo 6.625% Call 3/15/2,949746465,4975000.0,180250,0.17467178381847617,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Medtronic PLC,g5960l103,4885000.0,65918,0.17151189225191077,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Swatch Group,H83949133,4828000.0,64276,0.16951062759308602,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Vodafone Group PLC - Sp ADR,92857w308,4684000.0,128494,0.1644548010865814,2015-08-12,2015-06-30,0001009254-15-000007
JPM 6.125 PERP Y,JPMorganChase 6.125% perp call,48127R461,4110000.0,165000,0.14430171487315316,2015-08-12,2015-06-30,0001009254-15-000007
FMS,Fresenius Medical Care,358029106,4108000.0,98772,0.14423149506056285,2015-08-12,2015-06-30,0001009254-15-000007
JPM 6.7 PERP +T,JP Morgan Chase & Co 6.7% Pfd,48127A161,4066000.0,155000,0.14275687899616565,2015-08-12,2015-06-30,0001009254-15-000007
NEE,"NextEra Energy, Inc",65339F101,4058000.0,41394,0.1424759997458043,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Edwards Lifesciences Corp.,28176e108,3974000.0,27904,0.1395267676170099,2015-08-12,2015-06-30,0001009254-15-000007
WFC 6 PERP T,Wells Fargo & Co 6% Pfd Call 9,949746366,3719000.0,147000,0.13057374151174128,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Centerpoint Energy Inc,15189t107,3565000.0,187335,0.12516681594228493,2015-08-12,2015-06-30,0001009254-15-000007
HD,Home Depot,437076102,3368000.0,30305,0.11825016440213623,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Target Corp.,87612e106,3352000.0,41059,0.1176884059014135,2015-08-12,2015-06-30,0001009254-15-000007
USB,U.S. Bancorp,902973304,3331000.0,76761,0.1169510978692149,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Merck & Company Inc.,58933y105,3203000.0,56259,0.112457029863433,2015-08-12,2015-06-30,0001009254-15-000007
EMR,Emerson Electric,291011104,3179000.0,57345,0.11161439211234889,2015-08-12,2015-06-30,0001009254-15-000007
ALL 6.625 PERP E,Allstate Corp Pfd 6.625% Call,020002879,3145000.0,120000,0.11042065529831308,2015-08-12,2015-06-30,0001009254-15-000007
STT 6 PERP E,State Street Corp Call 6% Pfd,857477889,3104000.0,124000,0.10898114914021106,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Laboratory Corporation of Amer,50540r409,3098000.0,25560,0.10877048970244003,2015-08-12,2015-06-30,0001009254-15-000007
PSX,Phillips 66,718546104,3005000.0,37296,0.10550526841698912,2015-08-12,2015-06-30,0001009254-15-000007
WFC,Wells Fargo Bank,949746101,2947000.0,52404,0.10346889385186919,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Kinder Morgan Inc,49456b101,2910000.0,75814,0.10216982731894787,2015-08-12,2015-06-30,0001009254-15-000007
PM,Philip Morris International In,718172109,2756000.0,34376,0.09676290174949152,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Canadian Pacific Railway Limit,13645t100,2754000.0,17185,0.09669268193690117,2015-08-12,2015-06-30,0001009254-15-000007
FMBL,Farmers & Merchants Bank of Lo,308243104,2718000.0,453,0.09542872531027502,2015-08-12,2015-06-30,0001009254-15-000007
PFE,Pfizer Inc.,717081103,2715000.0,80973,0.09532339559138951,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Templeton Global Income Fund I,880198106,2697000.0,383617,0.09469141727807642,2015-08-12,2015-06-30,0001009254-15-000007
BAC 6.625 PERP W,Bank of America 6.625% Pf Call,060505344,2681000.0,105000,0.09412965877735369,2015-08-12,2015-06-30,0001009254-15-000007
IDU,iShares Dow Jones US Utilities,464287697,2587000.0,24961,0.0908293275856076,2015-08-12,2015-06-30,0001009254-15-000007
BAC 6.5 PERP Y,Bank of America 6.5% Pfd Call,060505310,2523000.0,100000,0.08858229358271666,2015-08-12,2015-06-30,0001009254-15-000007
PZDUSD,PowerShares Cleantech Portfoli,73935X278,2511000.0,82500,0.0881609747071746,2015-08-12,2015-06-30,0001009254-15-000007
BIDUN,Baidu.com - ADR,056752108,2495000.0,12532,0.08759921620645186,2015-08-12,2015-06-30,0001009254-15-000007
AMGN,Amgen Inc.,031162100,2424000.0,15788,0.08510641285949472,2015-08-12,2015-06-30,0001009254-15-000007
KMB,Kimberly Clark,494368103,2394000.0,22590,0.08405311567063958,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Chubb Corp,171232101,2242000.0,23570,0.07871640991377359,2015-08-12,2015-06-30,0001009254-15-000007
BWEL,J.G. Boswell Company,101205102,2211000.0,3092,0.07762800281862328,2015-08-12,2015-06-30,0001009254-15-000007
UTXZ,United Technologies Corp,913017109,2053000.0,18510,0.07208063762398624,2015-08-12,2015-06-30,0001009254-15-000007
N/A,National Grid PLC - Spons ADR,636274300,2003000.0,31018,0.07032514230922769,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Guangshen Railway ADR,40065w107,1899000.0,69458,0.06667371205452989,2015-08-12,2015-06-30,0001009254-15-000007
N/A,PetroChina Ltd ADR.,71646e100,1824000.0,16460,0.06404046908239207,2015-08-12,2015-06-30,0001009254-15-000007
N/A,iShares MSCI Singapore Index F,464286673,1800000.0,143215,0.06319783133130796,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Enbridge Energy Partners LP,29250r106,1771000.0,53125,0.062179644048748005,2015-08-12,2015-06-30,0001009254-15-000007
CCU,Compania Cervecerias Unidas S.,204429104,1752000.0,82730,0.061512555829139746,2015-08-12,2015-06-30,0001009254-15-000007
JPM 6.1 PERP AA,JPMorganChase 6.1% perp call 9,48127X542,1731000.0,70000,0.060775247796941156,2015-08-12,2015-06-30,0001009254-15-000007
TMO,Thermo Fisher Scientific Inc,883556102,1698000.0,13085,0.059616620889200514,2015-08-12,2015-06-30,0001009254-15-000007
C V6.875 PERP K,Citigroup 6.875% 11/23 lib+413,172967341,1640000.0,61520,0.05758024632408059,2015-08-12,2015-06-30,0001009254-15-000007
RBGLY,Reckitt Benckiser Group PLC -,756255204,1592000.0,91733,0.055894970821912374,2015-08-12,2015-06-30,0001009254-15-000007
N/A,"Altria Group, Inc.",02209s103,1579000.0,32289,0.055438542040075145,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Brookfield Infrastructure Part,G16252101,1538000.0,34460,0.053999035881973134,2015-08-12,2015-06-30,0001009254-15-000007
LNT,Alliant Energy Corp,018802108,1446000.0,25055,0.05076892450281739,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Standard & Poors Depository Re,78462f103,1440000.0,6994,0.05055826506504637,2015-08-12,2015-06-30,0001009254-15-000007
EPD,Enterprise Products Partners,293792107,1423000.0,47614,0.049961396658028456,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Cardinal Health Inc.,14149y108,1404000.0,16784,0.04929430843842021,2015-08-12,2015-06-30,0001009254-15-000007
VUG,Vanguard Growth VIPERs,922908736,1363000.0,12730,0.047854802280318194,2015-08-12,2015-06-30,0001009254-15-000007
WFC V5.85 PERP Q,Wells Fargo 5.85% Pfd Fix-to-F,949746556,1233000.0,48350,0.04329051446194595,2015-08-12,2015-06-30,0001009254-15-000007
N/A,LAACO LTD. LP,505346106,1219000.0,769,0.04279897577381356,2015-08-12,2015-06-30,0001009254-15-000007
MDLZ,Mondelez International,609207105,1174000.0,28546,0.041219029990530856,2015-08-12,2015-06-30,0001009254-15-000007
AMZN,Amazon.com,023135106,1171000.0,2697,0.04111370027164535,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Philippine Long Distance Tel,718252604,1163000.0,18661,0.04083282102128398,2015-08-12,2015-06-30,0001009254-15-000007
EEM,iShares MSCI Emerging Markets,464287234,1148000.0,28971,0.04030617242685641,2015-08-12,2015-06-30,0001009254-15-000007
K,Kellogg Company,487836108,1105000.0,17630,0.038796446456164056,2015-08-12,2015-06-30,0001009254-15-000007
N/A,First National Bank of Alaska,32112j106,1103000.0,694,0.03872622664357371,2015-08-12,2015-06-30,0001009254-15-000007
R6C2,Royal Dutch Shell PLC - ADR B,780259107,1101000.0,19198,0.03865600683098337,2015-08-12,2015-06-30,0001009254-15-000007
WMB,Williams Corp.,969457100,1092000.0,19034,0.03834001767432683,2015-08-12,2015-06-30,0001009254-15-000007
LULU,Lululemon Athletica Inc,550021109,1070000.0,16390,0.03756759973583306,2015-08-12,2015-06-30,0001009254-15-000007
RCI,Rogers Communications Inc,775109200,1036000.0,29170,0.03637386292179725,2015-08-12,2015-06-30,0001009254-15-000007
IEMG,iShares Core MSCI Emerging Mar,46434G103,1031000.0,21455,0.036198313390321396,2015-08-12,2015-06-30,0001009254-15-000007
EIX,Edison International,281020107,1022000.0,18385,0.03588232423366486,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Morgan J.P. Chase & Co.,46625h100,998000.0,14734,0.03503968648258075,2015-08-12,2015-06-30,0001009254-15-000007
AES 6.75 10/15/29,AES Trust III,00808N202,968000.0,19045,0.03398638929372561,2015-08-12,2015-06-30,0001009254-15-000007
AXP,American Express Co.,025816109,965000.0,12420,0.033881059574840104,2015-08-12,2015-06-30,0001009254-15-000007
SNA,Snap On Tools Corp.,833034101,955000.0,6000,0.03352996051188839,2015-08-12,2015-06-30,0001009254-15-000007
INTC,Intel Corp.,458140100,950000.0,31251,0.03335441098041254,2015-08-12,2015-06-30,0001009254-15-000007
BF/A,Brown Forman A,115637100,909000.0,8162,0.03191490482231052,2015-08-12,2015-06-30,0001009254-15-000007
OAK,Oaktree Capital Group LLC,674001201,905000.0,17020,0.031774465197129835,2015-08-12,2015-06-30,0001009254-15-000007
LMNR,Limoneira Co. Santa Paula,532746104,903000.0,40640,0.031704245384539496,2015-08-12,2015-06-30,0001009254-15-000007
OKE,"Oneok, Inc.",682680103,899000.0,22774,0.031563805759358805,2015-08-12,2015-06-30,0001009254-15-000007
SLB,Schlumberger Limited,806857108,893000.0,10358,0.03135314632158778,2015-08-12,2015-06-30,0001009254-15-000007
OXY,Occidental Petroleum Co. Delaw,674599105,846000.0,10883,0.02970298072571474,2015-08-12,2015-06-30,0001009254-15-000007
N/A,KEYW Holding Corp,493723100,805000.0,86364,0.028263474567612728,2015-08-12,2015-06-30,0001009254-15-000007
FXI,iShares FTSE/Xinhua China 25 I,464287184,805000.0,17458,0.028263474567612728,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Svenska Cellulosa AB-SP ADR,869587402,791000.0,30960,0.027771935879480333,2015-08-12,2015-06-30,0001009254-15-000007
N/A,Kraft Food Groups,50076q106,778000.0,9142,0.027315507097643108,2015-08-12,2015-06-30,0001009254-15-000007
